termo,frequencia,musicas
ato,1,"Beijo Molhado, Bossa Em Palavrões, Comentários a Respeito de John, Como Se Fosse Pecado, Depois Das Seis, E Que Tudo Mais Vá Para o Céu, Em Resposta à Carta de Fã, Na Hora do Almoço, Objeto Direto, Ondas Tropicais, Os Derradeiros Moicanos, Se Você Tivesse Aparecido, Todo Sujo de Batom, Voz da América"
respirar,3,"Como Se Fosse Pecado, Cuidar do Homem, Meu Cordial Brasileiro"
vez,12,"Amor de Perdição, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Cuidar do Homem, Extra Cool, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), Medo de Avião, Notícia de Terra Civilizada, Os Derradeiros Moicanos, Os Profissionais, Rock Romance de Um Robô Goliardo, Tambor Tantã, Tudo Outra Vez"
sentidos,2,"Como Se Fosse Pecado, Objeto Direto"
virgem,2,"Como Se Fosse Pecado, Do Mar, do Céu, do Campo"
maria-dama,1,Como Se Fosse Pecado
tus,1,"Como Se Fosse Pecado, Corpos Terrestres"
pechos,1,Como Se Fosse Pecado
dormidos,1,Como Se Fosse Pecado
romã,2,Como Se Fosse Pecado
dançar,3,"Como Se Fosse Pecado, De Primeira Grandeza, Os Derradeiros Moicanos, Ploft, Tambor Tantã, Ypê"
deixar,6,"Como Se Fosse Pecado, Coração Selvagem, Espacial, Recitanda, Sensual"
mocidade,4,"Como Se Fosse Pecado, Nada Como Viver, Ploft, Tudo Outra Vez"
daquela,2,"Como Se Fosse Pecado, Voz da América"
aventura,4,"Como Se Fosse Pecado, La Vida Es Sueño, Paraíso, Rock Romance de Um Robô Goliardo"
haverá,2,"Como Se Fosse Pecado, Dandy"
aguente,1,Como Se Fosse Pecado
tanta,2,"Como Se Fosse Pecado, Espacial, Na Hora do Almoço, Senhoras do Amazonas"
mudez,1,Como Se Fosse Pecado
palavra,18,"Apenas Um Rapaz Latino Americano, Bel Prazer, Caso Comum de Trânsito, Como Se Fosse Pecado, Conheço o Meu Lugar, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Humano Hum, Mote e Glosa, Nada Como Viver, Não Leve Flores, Paraíso (1982), Recitanda, Sensual, Todo Sujo de Batom"
conosco,1,Como Se Fosse Pecado
brinco,1,Como Se Fosse Pecado
take,1,Como Se Fosse Pecado
easy,1,Como Se Fosse Pecado
brother,1,Como Se Fosse Pecado
charles,1,Como Se Fosse Pecado
45,1,Como Se Fosse Pecado
tá,3,"Arte Final, Até Amanhã, Brincando Com a Vida, Como Nossos Pais, Como Se Fosse Pecado, Coração Selvagem, Depois Das Seis, E Que Tudo Mais Vá Para o Céu, Jornal Blues (Canção Leve de Escárnio e Maldizer), Meu Cordial Brasileiro, Meu Nome é Cem, Objeto Direto, Pequeno Mapa do Tempo, Rock Romance de Um Robô Goliardo, S.A."
use,1,"Como Se Fosse Pecado, Elegia Obscena, Os Profissionais, Quinhentos Anos de Quê?"
berro,1,Como Se Fosse Pecado
mês,5,"Como Se Fosse Pecado, Jornal Blues (Canção Leve de Escárnio e Maldizer), Lira dos Vinte Anos, Mucuripe"
instante,2,"Conheço o Meu Lugar, Na Hora do Almoço"
senão,3,"Conheço o Meu Lugar, Na Hora do Almoço, Nada Como Viver"
sangrar,3,"Conheço o Meu Lugar, Meu Cordial Brasileiro, Monólogo das Grandezas do Brasil"
inaugurar,1,Conheço o Meu Lugar
comovida,3,"Conheço o Meu Lugar, Pequeno Perfil de Um Cidadão Comum"
inteiramente,2,"Conheço o Meu Lugar, Sensual"
triunfante,1,Conheço o Meu Lugar
máxima,1,Conheço o Meu Lugar
pretender,1,Conheço o Meu Lugar
usar,4,"Aguapé, Conheço o Meu Lugar, Kitsch Metropolitanus, Voz da América"
simples,2,"Conheço o Meu Lugar, Coração Selvagem, Meu Cordial Brasileiro"
cantador,1,Conheço o Meu Lugar
porão,3,"Conheço o Meu Lugar, Pequeno Mapa do Tempo, Populus"
cães,1,Conheço o Meu Lugar
morder,1,Conheço o Meu Lugar
pontapés,1,Conheço o Meu Lugar
lorca,1,Conheço o Meu Lugar
olho,1,"A Palo Seco, Conheço o Meu Lugar, E Que Tudo Mais Vá Para o Céu, Fotografia 3X4, Ondas Tropicais, Paraíso, Princesa do Meu Lugar"
frente,3,"Conheço o Meu Lugar, Coração Selvagem, Meu Cordial Brasileiro"
ouvir,6,"Conheço o Meu Lugar, Coração Selvagem, Divina Comédia Humana, Espacial, Não Leve Flores, Voz da América"
história,4,"Conheço o Meu Lugar, De Primeira Grandeza, Fotografia 3X4"
porca,1,"Conheço o Meu Lugar, Rock Romance de Um Robô Goliardo, S.A."
motivo,1,"Conheço o Meu Lugar, Quinhentos Anos de Quê?"
rir,1,"Apenas Um Rapaz Latino Americano, Como Se Fosse Pecado, Conheço o Meu Lugar, La Vida Es Sueño, Pequeno Mapa do Tempo, Voz da América"
fique,2,"Conheço o Meu Lugar, Cuidar do Homem, Lamento do Marginal Bem Sucedido"
positiva,1,Conheço o Meu Lugar
ativa,1,"Conheço o Meu Lugar, Lamento do Marginal Bem Sucedido"
nela,1,"Bel Prazer, Conheço o Meu Lugar"
embarco,1,"Conheço o Meu Lugar, Tudo Outra Vez"
soa,1,"Alucinação, Apenas Um Rapaz Latino Americano, Como Nossos Pais, Conheço o Meu Lugar, Fotografia 3X4, Humano Hum, Tudo Outra Vez"
importa,2,"Apenas Um Rapaz Latino Americano, Carisma, Conheço o Meu Lugar, Jornal Blues (Canção Leve de Escárnio e Maldizer)"
impediu,1,Conheço o Meu Lugar
bateu,1,Conheço o Meu Lugar
nariz,2,"Conheço o Meu Lugar, Jornal Blues (Canção Leve de Escárnio e Maldizer)"
nordeste,11,"Conheço o Meu Lugar, Onde Jazz Meu Coração?, Ploft"
ficção,1,Conheço o Meu Lugar
esquecidos,6,"Conheço o Meu Lugar, Onde Jazz Meu Coração?, Rock Romance de Um Robô Goliardo, S.A."
nação,1,"Alucinação, Conheço o Meu Lugar"
condenados,1,Conheço o Meu Lugar
ofendidos,4,"Conheço o Meu Lugar, Onde Jazz Meu Coração?"
guarde,2,"Coração Selvagem, Paraíso (1982)"
frase,2,"Coração Selvagem, Sensual"
esconda,1,Coração Selvagem
dobras,1,Coração Selvagem
blusão,3,"Coração Selvagem, Rock Romance de Um Robô Goliardo, Tudo Outra Vez"
gole,2,"Coração Selvagem, Divina Comédia Humana, Medo de Avião"
cerveja,2,"Coração Selvagem, Pequeno Perfil de Um Cidadão Comum"
copo,2,"Coração Selvagem, Paraíso, Rock Romance de Um Robô Goliardo, S.A."
colo,1,"Alucinação, Coração Selvagem, Corpos Terrestres, E Que Tudo Mais Vá Para o Céu, Os Derradeiros Moicanos"
pensa,1,"A Palo Seco, Bel Prazer, Coração Selvagem, Cuidar do Homem, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, La Vida Es Sueño, Monólogo das Grandezas do Brasil, Objeto Direto, Pequeno Perfil de Um Cidadão Comum, Sensual, Sujeito de Sorte"
deseja,1,"Amor de Perdição, Coração Selvagem"
arco-íris,1,Coração Selvagem
rebelde,3,"Arte Final, Coração Selvagem, Dandy, Rock Romance de Um Robô Goliardo"
pressa,3,"Coração Selvagem, Espacial, Lira dos Vinte Anos"
abrace,1,Coração Selvagem
beije,1,"Coração Selvagem, Jornal Blues (Canção Leve de Escárnio e Maldizer)"
devagar,2,Coração Selvagem
apaixonar,1,Coração Selvagem
turma,1,Coração Selvagem
bairro,3,"Coração Selvagem, Rock Romance de Um Robô Goliardo, Voz da América"
amo,2,"Aguapé, Alucinação, Amor de Perdição, Amor e Crime, Arte Final, Até Amanhã, Baihuno, Balada do Amor, Beijo Molhado, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Caso Comum de Trânsito, Como Nossos Pais, Como Se Fosse Pecado, Coração Selvagem, Cuidar do Homem, De Primeira Grandeza, Divina Comédia Humana, Elegia Obscena, Em Resposta à Carta de Fã, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Lira dos Vinte Anos, Meu Nome é Cem, Mucuripe, Os Derradeiros Moicanos, Os Profissionais, Paraíso, Paraíso (1982), Paralelas, Princesa do Meu Lugar, Quinhentos Anos de Quê?, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, Se Você Tivesse Aparecido, Seixo Rolado, Sensual, Tambor Tantã, Tudo Outra Vez, Voz da América"
inteiro,1,Coração Selvagem
naquela,1,Coração Selvagem
ali,1,"Apenas Um Rapaz Latino Americano, Beijo Molhado, Brotinho de Bambu, Coração Selvagem, Corpos Terrestres, Dandy, Divina Comédia Humana, Em Resposta à Carta de Fã, La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Ploft, Retórica Sentimental, Seixo Rolado, Sensual, Tudo Outra Vez"
tome,2,"Coração Selvagem, Lamento do Marginal Bem Sucedido"
refrigerante,1,Coração Selvagem
coma,1,"Baihuno, Coração Selvagem"
cachorro-quente,1,Coração Selvagem
selvagem,2,"Coração Selvagem, Os Derradeiros Moicanos"
violentar,1,Coração Selvagem
pediremos,1,Coração Selvagem
ajude,1,Coração Selvagem
falaremos,1,Coração Selvagem
pisa,1,"Coração Selvagem, Meu Cordial Brasileiro, Viva La Dolcezza"
frágil,1,Coração Selvagem
vidro,2,"Coração Selvagem, Do Mar, do Céu, do Campo"
novela,1,"Coração Selvagem, Rock Romance de Um Robô Goliardo"
compreender,1,Coração Selvagem
arriscar,1,Coração Selvagem
errado,1,Coração Selvagem
morra,1,Coração Selvagem
alguma,2,"Coração Selvagem, Voz da América"
curva,1,Coração Selvagem
punhal,2,"Coração Selvagem, Pequeno Mapa do Tempo"
traído,2,"Coração Selvagem, Se Você Tivesse Aparecido"
completará,1,Coração Selvagem
cantores,4,"Coração Selvagem, Recitanda"
chamam,4,"Coração Selvagem, Recitanda"
osculetur,1,Corpos Terrestres
oscule,1,Corpos Terrestres
oris,1,"Corpos Terrestres, Os Profissionais"
suis,1,Corpos Terrestres
ideo,1,"Corpos Terrestres, Ondas Tropicais"
adolescentulae,1,Corpos Terrestres
dilexerunt,1,Corpos Terrestres
nigra,1,Corpos Terrestres
sum,1,"Arte Final, Corpos Terrestres, Depois Das Seis, Jornal Blues (Canção Leve de Escárnio e Maldizer), Meu Cordial Brasileiro, Onde Jazz Meu Coração?, Os Profissionais"
sent,1,"Aguapé, Amor de Perdição, Arte Final, Como Se Fosse Pecado, Conheço o Meu Lugar, Corpos Terrestres, La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Meu Cordial Brasileiro, Na Hora do Almoço, Nada Como Viver, No Maior Jazz, Num País Feliz, Objeto Direto, Ploft, Populus, Seixo Rolado, Sujeito de Sorte, Tambor Tantã, Todo Sujo de Batom, Tudo Outra Vez, Ypê"
formosa,1,Corpos Terrestres
tomorrow,1,Corpos Terrestres
another,1,Corpos Terrestres
day,1,Corpos Terrestres
anyway,1,Corpos Terrestres
nolite,1,Corpos Terrestres
considerare,1,Corpos Terrestres
quod,1,Corpos Terrestres
fusca,1,Corpos Terrestres
quia,1,"Corpos Terrestres, Extra Cool, Lamento do Marginal Bem Sucedido, Ploft, Seixo Rolado"
decoloravit,1,Corpos Terrestres
's,3,"Corpos Terrestres, Jornal Blues (Canção Leve de Escárnio e Maldizer)"
alright,1,Corpos Terrestres
'm,1,Corpos Terrestres
bleeding,1,Corpos Terrestres
indica,1,"Corpos Terrestres, Pequeno Mapa do Tempo"
mihi,3,Corpos Terrestres
dirigit,1,Corpos Terrestres
anima,1,"Baihuno, Balada do Amor, Bossa Em Palavrões, Brasileiramente Linda, Corpos Terrestres, No Maior Jazz, Sensual"
mea,7,"Brasileiramente Linda, Corpos Terrestres"
ube,2,"Corpos Terrestres, La Vida Es Sueño, Princesa do Meu Lugar"
pascas,1,Corpos Terrestres
cubes,1,Corpos Terrestres
meridie,1,Corpos Terrestres
love,2,"Corpos Terrestres, Lamento do Marginal Bem Sucedido, Os Profissionais"
ego,2,"Alucinação, Balada do Amor, Caso Comum de Trânsito, Clamor No Deserto, Corpos Terrestres, Cuidar do Homem, Dandy, Elegia Obscena, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, Monólogo das Grandezas do Brasil, No Maior Jazz, Objeto Direto, Os Profissionais, Pequeno Perfil de Um Cidadão Comum, Voz da América"
dilecto,1,Corpos Terrestres
meo,1,Corpos Terrestres
et,4,"Aguapé, Alucinação, Amor de Perdição, Apenas Um Rapaz Latino Americano, Arte Final, Baihuno, Balada de Madame Frigidaire, Beijo Molhado, Bel Prazer, Bossa Em Palavrões, Canção de Gesta de Um Trovador Eletrônico, Caso Comum de Trânsito, Comentários a Respeito de John, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Dandy, De Primeira Grandeza, Divina Comédia Humana, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Elegia Obscena, Em Resposta à Carta de Fã, Extra Cool, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Medo de Avião, Meu Cordial Brasileiro, Monólogo das Grandezas do Brasil, Mucuripe, Notícia de Terra Civilizada, Objeto Direto, Ondas Tropicais, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Paraíso, Pequeno Perfil de Um Cidadão Comum, Ploft, Princesa do Meu Lugar, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Senhoras do Amazonas, Sensual, Ypê"
dilectos,1,Corpos Terrestres
've,1,Corpos Terrestres
got,1,"Canção de Gesta de Um Trovador Eletrônico, Corpos Terrestres, Populus, Rock Romance de Um Robô Goliardo, Se Você Tivesse Aparecido"
skin,1,Corpos Terrestres
really,1,Corpos Terrestres
flos,1,Corpos Terrestres
campi,1,Corpos Terrestres
lilium,1,Corpos Terrestres
convallium,1,Corpos Terrestres
veni,1,"Brincando Com a Vida, Corpos Terrestres, Espacial, La Vida Es Sueño, Monólogo das Grandezas do Brasil"
dilecte,1,Corpos Terrestres
egrediamur,1,Corpos Terrestres
agrum,1,Corpos Terrestres
commoremur,1,Corpos Terrestres
villis,1,Corpos Terrestres
ibi,3,"Apenas Um Rapaz Latino Americano, Corpos Terrestres, Lamento do Marginal Bem Sucedido, Meu Cordial Brasileiro, Objeto Direto, Recitanda"
dabo,1,Corpos Terrestres
tibi,1,Corpos Terrestres
ubera,2,Corpos Terrestres
quam,2,Corpos Terrestres
pulchra,2,Corpos Terrestres
es,10,"A Palo Seco, Aguapé, Alucinação, Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Arte Final, Até Amanhã, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Bel Prazer, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Canção de Gesta de Um Trovador Eletrônico, Carisma, Caso Comum de Trânsito, Clamor No Deserto, Comentários a Respeito de John, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Cuidar do Homem, Dandy, De Primeira Grandeza, Depois Das Seis, Divina Comédia Humana, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Elegia Obscena, Em Resposta à Carta de Fã, Espacial, Extra Cool, Fotografia 3X4, Galos, Noites e Quintais, Humano Hum, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Lira dos Vinte Anos, Medo de Avião, Meu Cordial Brasileiro, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Mucuripe, Na Hora do Almoço, Nada Como Viver, Não Leve Flores, No Maior Jazz, Notícia de Terra Civilizada, Num País Feliz, Objeto Direto, Ondas Tropicais, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Os Profissionais, Paraíso, Paraíso (1982), Paralelas, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Princesa do Meu Lugar, Quinhentos Anos de Quê?, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Seixo Rolado, Senhoras do Amazonas, Sensual, Sujeito de Sorte, Tambor Tantã, Tocando Por Música, Todo Sujo de Batom, Tudo Outra Vez, Viva La Dolcezza, Voz da América, Ypê"
amica,2,Corpos Terrestres
umbilicus,1,Corpos Terrestres
tuus,2,Corpos Terrestres
crater,1,Corpos Terrestres
tornalitis,1,Corpos Terrestres
numquam,1,Corpos Terrestres
indigens,1,Corpos Terrestres
poculis,1,Corpos Terrestres
venter,2,Corpos Terrestres
sicut,2,Corpos Terrestres
acervus,1,Corpos Terrestres
tritici,1,Corpos Terrestres
vallatus,1,Corpos Terrestres
liliis,1,Corpos Terrestres
duo,2,Corpos Terrestres
hinnuli,1,Corpos Terrestres
gemelli,1,Corpos Terrestres
capreae,1,Corpos Terrestres
absque,1,Corpos Terrestres
occultis,1,Corpos Terrestres
tuis,1,Corpos Terrestres
apori,1,Corpos Terrestres
'soror,1,Corpos Terrestres
columba,1,Corpos Terrestres
immaculata,1,Corpos Terrestres
dilectus,1,Corpos Terrestres
misit,1,Corpos Terrestres
manum,1,Corpos Terrestres
per,1,"A Palo Seco, Aguapé, Alucinação, Amor de Perdição, Apenas Um Rapaz Latino Americano, Arte Final, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Bossa Em Palavrões, Brincando Com a Vida, Caso Comum de Trânsito, Como Nossos Pais, Como Se Fosse Pecado, Coração Selvagem, Corpos Terrestres, Dandy, De Primeira Grandeza, Divina Comédia Humana, Do Mar, do Céu, do Campo, Elegia Obscena, Extra Cool, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Meu Cordial Brasileiro, Meu Nome é Cem, Não Leve Flores, No Maior Jazz, Notícia de Terra Civilizada, Objeto Direto, Os Derradeiros Moicanos, Os Profissionais, Paraíso, Paraíso (1982), Paralelas, Pequeno Mapa do Tempo, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Tudo Outra Vez, Viva La Dolcezza, Voz da América"
foramen,1,Corpos Terrestres
intremuit,1,Corpos Terrestres
ad,1,"A Palo Seco, Aguapé, Alucinação, Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Arte Final, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Beijo Molhado, Bel Prazer, Bossa Em Palavrões, Brincando Com a Vida, Brotinho de Bambu, Canção de Gesta de Um Trovador Eletrônico, Caso Comum de Trânsito, Clamor No Deserto, Comentários a Respeito de John, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Cuidar do Homem, Dandy, De Primeira Grandeza, Depois Das Seis, Divina Comédia Humana, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Elegia Obscena, Em Resposta à Carta de Fã, Extra Cool, Fotografia 3X4, Galos, Noites e Quintais, Humano Hum, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Lira dos Vinte Anos, Medo de Avião, Meu Cordial Brasileiro, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Mucuripe, Na Hora do Almoço, Nada Como Viver, Não Leve Flores, Notícia de Terra Civilizada, Num País Feliz, Objeto Direto, Ondas Tropicais, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Os Profissionais, Paralelas, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Princesa do Meu Lugar, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Seixo Rolado, Senhoras do Amazonas, Sensual, Sujeito de Sorte, Tambor Tantã, Todo Sujo de Batom, Tudo Outra Vez, Viva La Dolcezza, Voz da América, Ypê"
tactum,1,Corpos Terrestres
eius,1,Corpos Terrestres
qui,1,"Aguapé, Amor de Perdição, Apenas Um Rapaz Latino Americano, Arte Final, Até Amanhã, Baihuno, Canção de Gesta de Um Trovador Eletrônico, Caso Comum de Trânsito, Como Nossos Pais, Corpos Terrestres, Cuidar do Homem, Dandy, Depois Das Seis, Divina Comédia Humana, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Espacial, Extra Cool, Fotografia 3X4, Galos, Noites e Quintais, Jornal Blues (Canção Leve de Escárnio e Maldizer), Lamento do Marginal Bem Sucedido, Máquina II, Meu Nome é Cem, Mucuripe, Num País Feliz, Onde Jazz Meu Coração?, Os Profissionais, Ploft, Quinhentos Anos de Quê?, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Seixo Rolado, Senhoras do Amazonas, Tocando Por Música, Viva La Dolcezza"
faciemus,1,Corpos Terrestres
sorori,1,Corpos Terrestres
nostrae,1,Corpos Terrestres
die,1,Corpos Terrestres
alloquenda,1,Corpos Terrestres
est,4,"A Palo Seco, Aguapé, Alucinação, Amor de Perdição, Amor e Crime, Arte Final, Até Amanhã, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Bel Prazer, Brasileiramente Linda, Brincando Com a Vida, Canção de Gesta de Um Trovador Eletrônico, Caso Comum de Trânsito, Clamor No Deserto, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, De Primeira Grandeza, Depois Das Seis, Divina Comédia Humana, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Em Resposta à Carta de Fã, Espacial, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Meu Cordial Brasileiro, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Mucuripe, Não Leve Flores, No Maior Jazz, Objeto Direto, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Os Profissionais, Paralelas, Pequeno Mapa do Tempo, Pequeno Perfil de Um Cidadão Comum, Ploft, Populus, Princesa do Meu Lugar, Quinhentos Anos de Quê?, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Seixo Rolado, Tambor Tantã, Tocando Por Música, Todo Sujo de Batom, Tudo Outra Vez, Viva La Dolcezza, Voz da América"
